"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Similarity Match","No. Near Duplicates","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://sanatkaravani.com/pistoletto-ve-yoksul-sanat/","580","137","4,234","22,107","Very Hard","","","","","","tr","c480b682409bd5e55cec7f371ebea8b9","Indexable",""
"https://sanatkaravani.com/oglunu-oldurmek-ilya-repin/","590","149","3,960","33,472","Hard","","","","","","tr","1da94b40d8a92aed924bd022c8d9830a","Indexable",""
"https://sanatkaravani.com/category/resim/page/5/","334","81","4,123","44,341","Hard","","","","","","tr","ae5693fc0c101e0be6e29556cb27e6f9","Indexable",""
"https://sanatkaravani.com/category/resim/page/3/","424","111","3,820","47,326","Hard","","","","","","tr","a6761faeaafb8e4a8999bdb5697ca1bf","Indexable",""
"https://sanatkaravani.com/aya-kendisiyle-birlikte-dunyadan-8-sanatciyi-goturecek-adam-yusaku-maezawa/","488","121","4,033","31,114","Hard","","","","","","tr","ca011ddb653d5915af5b4c87ead74b19","Indexable",""
"https://sanatkaravani.com/seyredilene-bakmak-leon-gerome/","569","144","3,951","29,313","Very Hard","","","","","","tr","9ff93694aae2bd1b129674e60da38078","Indexable",""
"https://sanatkaravani.com/memlekette-zelzele-disarida-harp-ben-sana-asigim-sait-faik/","733","161","4,553","28,397","Very Hard","","","","","","tr","6b1e5fc000577b7f10f3d5fcc2a6f23b","Indexable",""
"https://sanatkaravani.com/kusurlarin-guzelligi-kintsugi/","701","154","4,552","24,567","Very Hard","","","","","","tr","61fba79895c38b8eebfc484408ab39f","Indexable",""
"https://sanatkaravani.com/category/genel/page/2/","143","39","3,667","45,746","Hard","","","","","","tr","d078845a93a393a0d4a6128c4d49060a","Indexable",""
"https://sanatkaravani.com/category/tasarim/","438","113","3,876","46,449","Hard","","","","","","tr","3fd3248beb5de42a4d0c1efaf61e02fa","Indexable",""
"https://sanatkaravani.com/bir-fotografa-tum-yasanmisliklari-sigdirmak-kazuo-kitai/","593","185","3,205","37,948","Hard","","","","","","tr","5fd3ed91dcd38ec87ae729d1b0db477d","Indexable",""
"https://sanatkaravani.com/vincent-van-goghun-kesik-kulaginin-gizemi/","347","100","3,470","39,233","Hard","","","","","","tr","91a2917746d7c0ce1a1a459a5612f739","Indexable",""
"https://sanatkaravani.com/fotograf-bir-adanma-bicimidir-artur-pastor/","399","111","3,595","33,138","Hard","","","","","","tr","719f9dd5ddca47c71c455b68de856b21","Indexable",""
"https://sanatkaravani.com/japon-sanati-bon-sai/","612","145","4,221","17,039","Very Hard","","","","","","tr","879142e6083180802996a96f14f37f8a","Indexable",""
"https://sanatkaravani.com/arno-gruen-normalligin-deliligi/","929","183","5,077","22,374","Very Hard","","","","","","tr","d2ad1285342c02b17ea8cb0b04141f17","Indexable",""
"https://sanatkaravani.com/modern-hayati-reddenler-amish-toplumu/","737","167","4,413","21,906","Very Hard","","","","","","tr","4acff60784b01896bb80f917185fdc10","Indexable",""
